type,name,label::English (en),label::French (fr),label::Arabic (ar),required,default,relevant,appearance,constraint,constraint_message::English (en),constraint_message::French (fr),constraint_message::Arabic (ar),choice_filter,calculation,hint::English (en),hint::French (fr),hint::Arabic (ar),repeat_count,parameters
select_multiple services_unable_access_reasons,private_hospital_unable,Why did you not have access to this service?,Pourquoi n'avez-vous pas eu accès à ce service ?,áãÇĞÇ áã ÊÊãßä ãä ÇáæÕæá Åáì åĞå ÇáÎÏãÉ¿,yes,,${private_hospital}='unable_access',,"not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,private_hospital_unable_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${private_hospital_unable},'other')",,,,,,,,,,,,
select_one services_unable_access,public_edu,3. Public education,3. L'éducation étatique,ÇáÊÚáíã ÇáÚÇã,yes,,"selected(${services_needed_access},'public_education_needed_access')",quick,,,,,,,,,,,
select_multiple services_unable_access_reasons,public_edu_unable,Why did you not have access to this service?,Pourquoi n'avez-vous pas eu accès à ce service ?,áãÇĞÇ áã ÊÊãßä ãä ÇáæÕæá Åáì åĞå ÇáÎÏãÉ¿,yes,,${public_edu}='unable_access',,"not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,public_edu_unable_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${public_edu_unable},'other')",,,,,,,,,,,,
select_one services_unable_access,private_edu,4. Private education,4. L'enseignement privé,ÇáÊÚáíã ÇáÎÇÕ,yes,,"selected(${services_needed_access},'private_education_needed_access')",quick,,,,,,,,,,,
select_multiple services_unable_access_reasons,private_edu_unable,Why did you not have access to this service?,Pourquoi n'avez-vous pas eu accès à ce service ?,áãÇĞÇ áã ÊÊãßä ãä ÇáæÕæá Åáì åĞå ÇáÎÏãÉ¿,yes,,${private_edu}='unable_access',,"not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,private_edu_unable_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${private_edu_unable},'other')",,,,,,,,,,,,
select_one services_unable_access,banking,5. Banking,5. Services bancaires,ÇáÎÏãÇÊ ÇáãÕÑİíÉ,yes,,"selected(${services_needed_access},'banking_needed_access')",quick,,,,,,,,,,,
select_multiple services_unable_access_reasons,banking_unable,Why did you not have access to this service?,Pourquoi n'avez-vous pas eu accès à ce service ?,áãÇĞÇ áã ÊÊãßä ãä ÇáæÕæá Åáì åĞå ÇáÎÏãÉ¿,yes,,${banking}='unable_access',,"not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,banking_unable_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${banking_unable},'other')",,,,,,,,,,,,
select_one services_unable_access,police_assistance,6. Police assistance,6. Assistance policière,ãÓÇÚÏÉ ÇáÔÑØÉ,yes,,"selected(${services_needed_access},'police_assistance_needed_access')",quick,,,,,,,,,,,
select_multiple services_unable_access_reasons,police_assistance_unable,Why did you not have access to this service?,Pourquoi n'avez-vous pas eu accès à ce service ?,áãÇĞÇ áã ÊÊãßä ãä ÇáæÕæá Åáì åĞå ÇáÎÏãÉ¿,yes,,${police_assistance}='unable_access',,"not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,police_assistance_unable_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${police_assistance_unable},'other')",,,,,,,,,,,,
select_one services_unable_access,rental_accomodation,7. Rental accommodation,7. Hébergement en location,ÇÓÊÆÌÇÑ ÇáÓßä,yes,,"selected(${services_needed_access},'rental_accomodation_needed_access')",quick,,,,,,,,,,,
select_multiple services_unable_access_reasons,rental_accomodation_unable,Why did you not have access to this service?,Pourquoi n'avez-vous pas eu accès à ce service ?,áãÇĞÇ áã ÊÊãßä ãä ÇáæÕæá Åáì åĞå ÇáÎÏãÉ¿,yes,,${rental_accomodation}='unable_access',,"not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,rental_accomodation_unable_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${rental_accomodation_unable},'other')",,,,,,,,,,,,
select_one services_unable_access,legal_services,8. Legal services (solicitor/lawyer),8. Services juridiques (avocat/avocat),ÇáÎÏãÇÊ ÇáŞÇäæäíÉ (ãÍÇã / æßíá ÅÏÚÇÁ),yes,,"selected(${services_needed_access},'legal_services_needed_access')",quick,,,,,,,,,,,
select_multiple services_unable_access_reasons,legal_services_unable,Why did you not have access to this service?,Pourquoi n'avez-vous pas eu accès à ce service ?,áãÇĞÇ áã ÊÊãßä ãä ÇáæÕæá Åáì åĞå ÇáÎÏãÉ¿,yes,,${legal_services}='unable_access',,"not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,legal_services_unable_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${legal_services_unable},'other')",,,,,,,,,,,,
select_one services_unable_access,assistance_humanitarian_organisation,9. Assistance from humanitarian organisations ,9. Assistance des organisations humanitaires ,ÇáãÓÇÚÏÉ ãä ÇáãäÙãÇÊ ÇáÅäÓÇäíÉ,yes,,"selected(${services_needed_access},'assistance_humanitarian_organizations_needed_access')",quick,,,,,,,,,,,
select_multiple services_unable_access_reasons,assistance_humanitarian_organisation_unable,Why did you not have access to this service?,Pourquoi n'avez-vous pas eu accès à ce service ?,áãÇĞÇ áã ÊÊãßä ãä ÇáæÕæá Åáì åĞå ÇáÎÏãÉ¿,yes,,${assistance_humanitarian_organisation}='unable_access',,"not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,assistance_humanitarian_organisation_unable_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${assistance_humanitarian_organisation_unable},'other')",,,,,,,,,,,,
select_one services_unable_access,transport,10. Transport,10. Transport, ÇáäŞá,yes,,"selected(${services_needed_access},'transport_needed_access')",quick,,,,,,,,,,,
select_multiple services_unable_access_reasons,transport_unable,Why did you not have access to this service?,Pourquoi n'avez-vous pas eu accès à ce service ?,áãÇĞÇ áã ÊÊãßä ãä ÇáæÕæá Åáì åĞå ÇáÎÏãÉ¿,yes,,${transport}='unable_access',,"not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,transport_unable_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${transport_unable},'other')",,,,,,,,,,,,
end_group,,,,,,,,,,,,,,,,,,,
select_one migrant_child_labour,migrant_child_labour,Have you encountered any refugee or migrant children under 18 that were working in this baladiya within the last year?,Avez-vous rencontré des enfants réfugiés ou migrants de moins de 18 ans qui travaillaient dans cette baladiya au cours de la dernière année?,åá ÕÇÏİß Ãí Øİá áÇÌÆ Ãæ ãåÇÌÑ Ïæä Óä 18 ÚÇãğÇ ßÇä íÚãá İí åĞå ÇáÈáÏíÉ ÎáÇá ÇáÚÇã ÇáãÇÖí¿,yes,,,quick,"if(${type_jobs_minors_calc}>0,.!='no',count-selected(.)=1)",,,,,,,,,,
select_one migrant_child_labour_nb,migrant_child_labour_nb,How many refugee or migrant children under 18 that were working in this baladiya did you encounter within the last year?,Combien d'enfants réfugiés ou migrants de moins de 18 ans qui travaillaient dans cette baladiya avez-vous rencontrés au cours de l'année dernière ?,ßã ÚÏÏ ÇáÃØİÇá ÇááÇÌÆíä Ãæ ÇáãåÇÌÑíä ÇáĞíä ÊŞá ÃÚãÇÑåã Úä 18 ÚÇãğÇ æÇáĞíä ßÇäæÇ íÚãáæä İí åĞå ÇáÈáÏíÉ ÇáÊí æÇÌåÊåÇ ÎáÇá ÇáÚÇã ÇáãÇÖí¿,yes,,${migrant_child_labour}!='no' and ${migrant_child_labour}!='dk' and ${migrant_child_labour}!='dwta',quick,,,,,,,,,,,
select_one yes_no_dk_dwta,presence_uasc,"Have you encountered any UASC (refugee or migrant children unaccompanied by their parents, relatives or legal guardian) in this baladiya within the last year?","Avez-vous rencontré des UASC (enfants réfugiés ou migrants non accompagnés de leurs parents, ou tuteurs légaux) dans cette baladiya au cours de la dernière année?
",åá æÇÌåÊ Ãí UASC (ÃØİÇá áÇÌÆæä Ãæ ãåÇÌÑæä ÛíÑ ãÕÍæÈíä ÈæÇáÏíåã Ãæ ÃŞÇÑÈåã Ãæ ÇáæÕí ÇáŞÇäæäí) İí åĞå ÇáÈáÏíÉ ÎáÇá ÇáÚÇã ÇáãÇÖí¿,yes,,,quick,"if(${uasc_male}>0 or ${uasc_female}>0,.!='no',count-selected(.)=1)",,,,,,,,,,
select_one migration_intention,migration_intention,What are your migration intentions for the next 6 months?,"Quelles sont vos intentions migratoires pour les 6 prochains mois ?
",ãÇ åí äæÇíÇß ááåÌÑÉ ÎáÇá Çá6 ÃÔåÑ ÇáŞÇÏãÉ¿,yes,,,quick,,,,,,,,,,,
select_multiple migration_intention_reasons,migration_intention_reasons,Why do you have these migration intentions?,"Pourquoi avez-vous ces intentions ?
",áãÇĞÇ Êäæí ÇáåÌÑÉ¿,yes,,${migration_intention}!='dk'  and ${migration_intention}!='dwta',,"if(${migration_intention}!='leave_lby', not(selected(.,'transit_migration')), count-selected(.)>=1) and if(${migration_intention}!='leave_lby', not(selected(.,'return_home_migration')), count-selected(.)>=1) and if(selected(.,'transit_migration'),not(selected(.,'return_home_migration')),count-selected(.)>=1)  and (not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1)","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options. Some options can only be selected if ""Leave libya"" was selected in the previous question","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options. Certaines options ne peuvent être sélectionnées que si ""Quitter la Libye"" a été sélectionné à la question précédente.","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì. áÇ íãßä ÊÍÏíÏ ÈÚÖ ÇáÎíÇÑÇÊ ÅáÇ ÅĞÇ Êã ÇÎÊíÇÑ ""ÊÑß áíÈíÇ"" İí ÇáÓÄÇá ÇáÓÇÈŞ",,,,,,,
text,migration_intention_reasons_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${migration_intention_reasons},'other')",,,,,,,,,,,,
select_one stay_lby_time,stay_lby_time,How long do you plan to stay in Libya for?,Combien de temps comptez-vous rester en Libye ?,ßã ãä ÇáæŞÊ ÊÎØØ ááÈŞÇÁ İí áíÈíÇ¿,yes,,${migration_intention}='stay_current_location_lby' or ${migration_intention}='move_another_location_lby' ,quick,,,,,,,,,,,
select_one destination_after_lby,destination_after_lby,Where do you want to go after Libya?,Où voulez-vous aller après la Libye?,Ãíä ÊÑíÏ Ãä ÊĞåÈ ÈÚÏ áíÈíÇ¿,yes,,${migration_intention}='leave_lby',quick,,,,,,,,,,,
end_group,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
note,assistance_section,Assistance,Assistance,ÇáÏÚã ,,,,,,,,,,,,,,,
begin_group,assistance,Assistance,Assistance,ÇáÏÚã ,yes,,,,,,,,,,,,,,
select_multiple priority_assistance_needs,priority_assistance_needs,What are your top 3 priority needs?,Quels sont vos 3 besoins principaux prioritaires?,ãÇ åí Ãåã 3 ÇÍÊíÇÌÇÊß¿,yes,,,,"not(selected(.,'dk')) and not(selected(.,'dwta')) and count-selected(.)=3 or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options. Please select 3 options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options. Veuillez sélectionner 3 options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì. ÅÎÊÑ 3 ÎíÇÑÇÊ",,,,,,,
text,priority_assistance_needs_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${priority_assistance_needs},'other')",,,,,,,,,,,,
select_one yes_no_dk_dwta,received_humanitarian_assistance,Did you receive humanitarian assistance during the previous 6 months?,"Avez-vous reçu d'aide humanitaire au cours des 6 mois précédents?
",åá ÊáŞíÊ ãÓÇÚÏÇÊ ÅäÓÇäíÉ ÎáÇá Çá 6 ÃÔåÑ ÇáãÇÖíÉ¿,yes,,,quick,"if(${humanitarian_assistance}>0,.!='no',count-selected(.)=1)",,,,,,,,,,
select_multiple assistance_received_modality,assistance_received_modality,What was the modality of the assistance received?,Quelle était la modalité de l'aide reçue?,İãÇ åí ØÑíŞÉ ÇáãÓÇÚÏÉ ÇáÊí Êã ÊáŞíåÇ¿,yes,,${received_humanitarian_assistance}='yes',,"not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,assistance_received_modality_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${assistance_received_modality},'other')",,,,,,,,,,,,
select_multiple assistance_received_sources,assistance_received_sources,From what source? ,à partir de quelle source ?,ãä Çí ãÕÏÑ¿,yes,,${received_humanitarian_assistance}='yes',,"not(selected(.,'dk')) and not(selected(.,'dwta')) or count-selected(.)=1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,assistance_received_sources_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${assistance_received_sources},'other')",,,,,,,,,,,,
select_one yes_no_dk_dwta,assistance_received_satisfaction,Are you satisfied with the aid you received?,?tes-vous satisfait de l'aide que vous avez reçue ?,åá ÃäÊ ÑÇÖò Úä ÇáãÓÇÚÏÇÊ ÇáÊí ÊÍÕáÊ ÚáíåÇ¿,yes,,${received_humanitarian_assistance}='yes',quick,,,,,,,,,,,
select_one assistance_received_notsatisfaction_reasons,assistance_received_notsatisfaction_reasons,Why were you not satisfied with the aid received?,Pourquoi n'étiez-vous pas satisfait de l'aide reçue?,áãÇĞÇ áã Êßä ÑÇÖíÇ Úä ÇáãÓÇÚÏÇÊ ÇáÊí ÍÕáÊ ÚáíåÇ¿,yes,,${assistance_received_satisfaction}='no',quick,,,,,,,,,,,
text,assistance_received_notsatisfaction_reasons_ot,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,${assistance_received_notsatisfaction_reasons}='other',,,,,,,,,,,,
select_multiple humanitarian_assistance_barriers,humanitarian_assistance_barriers,"In the last year, did you face any barriers to receiving humanitarian assistance?","Au cours de la dernière année, avez-vous été confronté à des obstacles à l'aide humanitaire?","İí ÇáÚÇã ÇáãÇÖí¡ åá æÇÌåÊ Ãí ÚæÇÆŞ ÊÍæá Ïæä ÊáŞí ÇáãÓÇÚÏÇÊ ÇáÅäÓÇäíÉ¿",yes,,,,"not(selected(.,'dk')) and not(selected(.,'dwta')) and not(selected(.,'no_barriers_assistance')) and not(selected(.,'not_aware_anyassistance')) or count-selected(.)=1","Cannot select ""No barriers faced in receiving humanitarian assistance"" or ""I dont know"" or ""I prefer not to answer"" with other options","Impossible de sélectionner ""Aucune barrière pour recevoir de l'aide humanitaire"" ou ""Je ne sais pas"" ou ""Je préfère ne pas répondre"" avec d'autres options","áÇ íãßä ÊÍÏíÏ ""áÇ ÍæÇÌÒ ÊæÇÌå ÊáŞí ÇáãÓÇÚÏÉ ÇáÅäÓÇäíÉ"" Ãæ ""áÇ ÃÚÑİ"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÎíÇÑÇÊ ÃÎÑì",,,,,,,
text,humanitarian_assistance_barriers_other,"If other, Please specify","Si autre, veuillez préciser","ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ",yes,,"selected(${humanitarian_assistance_barriers},'other')",,,,,,,,,,,,
select_one preferred_modality_assistance,preferred_modality_assistance,"If you were to receive assistance in the future, what kind of assistance would you prefer to receive?","Si vous deviez recevoir de l'aide à l'avenir, quel genre d'aide préféreriez-vous recevoir?
","ÅĞÇ ßäÊ ÓÊÍÕá Úáì ÇáãÓÇÚÏÉ İí ÇáãÓÊŞÈá¡ İãÇ åæ äæÚ ÇáãÓÇÚÏÉ ÇáĞí ÊÑÛÈ İí ÇáÍÕæá ÚáíåÇ¿",yes,,,quick,,,,,,,,,,,
